,star_id,sobject_id,dr2_source_id,dr3_source_id,survey_name,field_id,flag_repeat,wg4_field,wg4_pipeline,flag_sp,teff,e_teff,irfm_teff,irfm_ebv,irfm_ebv_ref,logg,e_logg,fe_h,e_fe_h,flag_fe_h,fe_h_atmo,vmic,vbroad,e_vbroad,chi2_sp,alpha_fe,e_alpha_fe,nr_alpha_fe,flag_alpha_fe,flux_a_fe,chi_a_fe,li_fe,e_li_fe,nr_li_fe,flag_li_fe,c_fe,e_c_fe,nr_c_fe,flag_c_fe,o_fe,e_o_fe,nr_o_fe,flag_o_fe,na_fe,e_na_fe,nr_na_fe,flag_na_fe,mg_fe,e_mg_fe,nr_mg_fe,flag_mg_fe,al_fe,e_al_fe,nr_al_fe,flag_al_fe,si_fe,e_si_fe,nr_si_fe,flag_si_fe,k_fe,e_k_fe,nr_k_fe,flag_k_fe,ca_fe,e_ca_fe,nr_ca_fe,flag_ca_fe,sc_fe,e_sc_fe,nr_sc_fe,flag_sc_fe,sc2_fe,e_sc2_fe,nr_sc2_fe,flag_sc2_fe,ti_fe,e_ti_fe,nr_ti_fe,flag_ti_fe,ti2_fe,e_ti2_fe,nr_ti2_fe,flag_ti2_fe,v_fe,e_v_fe,nr_v_fe,flag_v_fe,cr_fe,e_cr_fe,nr_cr_fe,flag_cr_fe,cr2_fe,e_cr2_fe,nr_cr2_fe,flag_cr2_fe,mn_fe,e_mn_fe,nr_mn_fe,flag_mn_fe,co_fe,e_co_fe,nr_co_fe,flag_co_fe,ni_fe,e_ni_fe,nr_ni_fe,flag_ni_fe,cu_fe,e_cu_fe,nr_cu_fe,flag_cu_fe,zn_fe,e_zn_fe,nr_zn_fe,flag_zn_fe,rb_fe,e_rb_fe,nr_rb_fe,flag_rb_fe,sr_fe,e_sr_fe,nr_sr_fe,flag_sr_fe,y_fe,e_y_fe,nr_y_fe,flag_y_fe,zr_fe,e_zr_fe,nr_zr_fe,flag_zr_fe,mo_fe,e_mo_fe,nr_mo_fe,flag_mo_fe,ru_fe,e_ru_fe,nr_ru_fe,flag_ru_fe,ba_fe,e_ba_fe,nr_ba_fe,flag_ba_fe,la_fe,e_la_fe,nr_la_fe,flag_la_fe,ce_fe,e_ce_fe,nr_ce_fe,flag_ce_fe,nd_fe,e_nd_fe,nr_nd_fe,flag_nd_fe,sm_fe,e_sm_fe,nr_sm_fe,flag_sm_fe,eu_fe,e_eu_fe,nr_eu_fe,flag_eu_fe,ra_dr2,dec_dr2,parallax_dr2,parallax_error_dr2,r_est_dr2,r_lo_dr2,r_hi_dr2,r_len_dr2,rv_galah,e_rv_galah,rv_gaia_dr2,e_rv_gaia_dr2,red_flag,ebv,snr_c1_iraf,snr_c2_iraf,snr_c3_iraf,snr_c4_iraf,flag_guess,v_jk,j_m,j_msigcom,h_m,h_msigcom,ks_m,ks_msigcom,ph_qual_tmass,w2mpro,w2mpro_error,ph_qual_wise,a_ks,e_a_ks,bc_ks,ruwe_dr2,ra,dec
10,08513980+1142547,131218003001001,604904293480826624,604904293480826624,other,-1,0,10k_54,lbol,4,5583.2393,179.32360752261008,5959.0,0.08,bay,4.1030607,0.21550819929098164,-0.31667566,0.204408310310247,0,-0.2758734,1.1110954,6.668495,3.5458180786717004,0.3777331,0.2295844509936414,0.10267373475889725,7.0,0,0.84674567,0.70860416,1.2512371063232421,0.1490909772269546,1.0,1,0.928676891326905,0.20646685912772408,1.0,1,0.9443931388854985,0.26208678877817637,1.0,0,0.19791120529174844,0.16121916952347362,1.0,0,0.5465158462524418,0.2929052401595029,1.0,0,0.3778479957580565,0.14720764433314923,1.0,0,0.2598994064331057,0.151324746219408,1.0,0,0.20570104598998995,0.2175014177142779,1.0,0,0.1026566696166995,0.1590429976115112,1.0,0,0.43316682815551744,0.13925220694230864,1.0,0,None,None,0,0,1.9845292854309085,0.42604843389582076,2.0,0,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,1.0,32,None,None,0,0,nan,nan,1.0,32,nan,nan,nan,32,0.04620458602905231,0.2386866063360222,2.0,0,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,nan,32,nan,nan,1.0,32,nan,nan,2.0,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.25890199661254876,0.23173055812180832,1.0,0,nan,nan,4.0,32,nan,nan,1.0,32,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,1.0,32,132.91582086637231,11.715107084781128,0.9304745207499688,0.03631939140860123,1041.40508235301,1003.23104499047,1082.53286354871,407.107347984995,13.163999557495117,0.2280000001192093,nan,nan,0,3.504693590417124e-07,3.23168517007,8.36619079177,16.0521436798,17.9393518815,0,14.314033,13.096,0.023,12.781,0.025,12.711,0.024,AAA,12.701,0.026,AAUU,1.260681147632059e-07,0.03311168919400329,1.5709397,1.0463455779090505,132.91581984950705,11.715103894105678
11,08515289+1144077,131218003001020,604904641373911296,604904641373911296,other,-1,0,10k_30,lbol,4,5286.932,214.37602540862036,5372.0,0.07,bay,4.5908446,0.23443487308765404,0.045339584,0.2127866806547102,0,0.04488599,1.0659091,12.571642,3.2180677682274372,0.27068895,0.14538193622475581,0.11430997870558454,6.0,0,0.703122,0.40220386,0.7952075719833374,0.1526374239132503,1.0,1,1.3190677642822273,0.21084346611085955,1.0,1,0.42636631011962933,0.27084585327933247,1.0,1,-0.08558231353759727,0.1703302813523573,1.0,0,nan,nan,nan,32,0.20381673812866197,0.15239599520505093,1.0,0,0.3044216918945315,0.15869919977737867,1.0,0,0.35473649978637667,0.22753463249341727,1.0,0,-0.02610033035278292,0.16479024315003393,1.0,0,nan,nan,1.0,32,None,None,0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,1.0,32,None,None,0,0,nan,nan,1.0,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,nan,32,nan,nan,1.0,32,nan,nan,2.0,32,nan,nan,16.0,32,nan,nan,2.0,32,nan,nan,2.0,32,0.2713623809814454,0.2425920041962849,1.0,0,nan,nan,4.0,32,1.3032737827301024,0.21023274977634693,1.0,1,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,1.0,32,132.97032016489823,11.735482833785065,1.1198124845914483,0.0433954772950504,870.291292552955,838.417625801791,904.630472468799,406.836450808163,28.33799934387207,0.27399998903274536,nan,nan,0,0.0269874,4.54150335035,6.95963055569,12.6754403378,13.2168534179,0,15.434815,14.093,0.026,13.705,0.035,13.651,0.04,AAA,13.619,0.037,AAUU,0.00550792996215841,0.046754957686256406,1.7498767,1.01909164617195,132.9703186145397,11.735482420403102
12,08512918+1142118,131218003001072,604910207651564160,604910207651564160,other,-1,0,10k_45,lbol,292,6126.925,199.40068294691608,nan,nan,None,4.4184065,0.27236787375125016,nan,nan,17,-0.080597736,1.3199065,35.57407,9.791757819851687,0.30016938,nan,nan,nan,32,0.44924274,0.4100959,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,None,None,0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,None,None,0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,132.87162156511187,11.703315752990177,0.5426548807057642,0.05633787387204812,1713.3442097066,1560.5033556501,1897.46155014148,407.310874941715,3.3219946247863774,6.5763778095344545,nan,nan,0,0.0,4.15778667932,5.67849846823,8.55340757288,8.79677391109,0,15.79823,14.626,0.03,14.336,0.048,14.263,0.062,AAA,14.328,0.049,AAUU,0.0,0.06296837689409923,1.2872381,1.049673768610539,132.8716215710571,11.70331587609765
13,08511682+1145416,131218003001122,604911375882674176,604911375882674176,other,-1,0,10k_35,lbol,32,5687.1353,118.09460169081906,5861.0,0.08,bay,4.135162,0.19313094398361824,-0.4175148,0.13115276628857492,0,-0.31673053,1.1327213,8.628988,2.5375020951440215,0.6266367,0.18212901104304485,0.0668165680585945,159.0,0,0.5708121,1.1099712,1.1489585161209106,0.12514773495877912,1.0,1,0.519220161437989,0.17646930339828706,1.0,1,0.08044097900390668,0.20627532349320302,1.0,0,0.20104450225830117,0.10825347142659808,1.0,0,-0.024267292022704723,0.177777159846429,1.0,0,0.32975992202758775,0.11413553715925202,1.0,0,0.20897224426269556,0.10734675368215656,1.0,0,-0.39267427444458036,0.15685844902040624,1.0,0,0.025521106719970987,0.12273294233203287,1.0,0,0.14401515960693345,0.1012152306765461,1.0,0,None,None,0,0,0.6274607038751817,0.1963538189247968,3.0,0,0.09491815567016637,0.22931429481590046,4.0,0,nan,nan,2.0,32,0.26078092575073253,0.14468554399652322,1.0,0,None,None,0,0,0.009788436889648366,0.17437873868381734,1.0,0,0.6864790344238285,0.22555249922054074,8.0,1,0.1648879241943355,0.18092173865320585,2.0,0,-0.020967063903808203,0.12870735678883746,2.0,0,0.07320741653442386,0.25634095479667185,2.0,0,nan,nan,nan,32,nan,nan,1.0,32,-0.09058841705322251,0.3418429482829681,2.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.5488414001464843,0.16600947803752025,1.0,0,1.4523812484741212,0.2217789739370346,4.0,0,nan,nan,1.0,32,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,1.0,32,132.82003689560443,11.761571702388885,1.1073373487392906,0.030282883119306003,879.920187162143,856.922347620656,904.161398254861,407.311633638219,18.844999313354492,0.20999999344348907,nan,nan,0,0.0329672,12.3937473954,19.015884809,31.7239820299,32.4523070313,0,14.179976,12.856,0.023,12.505,0.023,12.422,0.023,AAA,nan,nan,None,0.011868192,0.011868192,1.5125735,1.0842496208413337,132.82003534411137,11.761571302524906
14,08511682+1145416,131218003001122,604911375882674176,604911375882674176,other,-1,0,10k_35,lbol,32,5687.1353,118.09460169081906,5861.0,0.08,bay,4.135162,0.19313094398361824,-0.4175148,0.13115276628857492,0,-0.31673053,1.1327213,8.628988,2.5375020951440215,0.6266367,0.18212901104304485,0.0668165680585945,159.0,0,0.5708121,1.1099712,1.1489585161209106,0.12514773495877912,1.0,1,0.519220161437989,0.17646930339828706,1.0,1,0.08044097900390668,0.20627532349320302,1.0,0,0.20104450225830117,0.10825347142659808,1.0,0,-0.024267292022704723,0.177777159846429,1.0,0,0.32975992202758775,0.11413553715925202,1.0,0,0.20897224426269556,0.10734675368215656,1.0,0,-0.39267427444458036,0.15685844902040624,1.0,0,0.025521106719970987,0.12273294233203287,1.0,0,0.14401515960693345,0.1012152306765461,1.0,0,None,None,0,0,0.6274607038751817,0.1963538189247968,3.0,0,0.09491815567016637,0.22931429481590046,4.0,0,nan,nan,2.0,32,0.26078092575073253,0.14468554399652322,1.0,0,None,None,0,0,0.009788436889648366,0.17437873868381734,1.0,0,0.6864790344238285,0.22555249922054074,8.0,1,0.1648879241943355,0.18092173865320585,2.0,0,-0.020967063903808203,0.12870735678883746,2.0,0,0.07320741653442386,0.25634095479667185,2.0,0,nan,nan,nan,32,nan,nan,1.0,32,-0.09058841705322251,0.3418429482829681,2.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.5488414001464843,0.16600947803752025,1.0,0,1.4523812484741212,0.2217789739370346,4.0,0,nan,nan,1.0,32,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,1.0,32,132.82003689560443,11.761571702388885,1.1073373487392906,0.030282883119306003,879.920187162143,856.922347620656,904.161398254861,407.311633638219,18.844999313354492,0.20999999344348907,nan,nan,0,0.0329672,12.3937473954,19.015884809,31.7239820299,32.4523070313,0,14.179976,12.856,0.023,12.505,0.023,12.422,0.023,AAA,nan,nan,None,0.011868192,0.011868192,1.5125735,1.0842496208413337,132.82003534411137,11.761571302524906
15,08510885+1157537,131218003001242,604971161827216640,604971161827216640,other,-1,0,10k_51,lbol,1,5921.5894,126.2646510401917,6101.0,0.04,bay,4.22711,0.2021948701626216,-0.069717884,0.14231585371160005,0,-0.08375422,1.213254,7.4908814,2.781298588157476,0.27690867,-0.07887157957438846,0.078384731287167,7.0,0,0.61678475,0.44411367,1.1615616798400878,0.12942367346551098,1.0,1,0.23084859848022532,0.1818882949056102,1.0,1,0.030096988677978942,0.21580421925722845,1.0,0,0.038004817962646875,0.11664534056057058,1.0,0,-0.19132432937622035,0.1952273948763009,1.0,0,-0.03022209167480483,0.11978377568703005,1.0,0,-0.04958793640136694,0.1144640596927656,1.0,0,-0.05893022537231474,0.16678169526717673,1.0,0,-0.06698673248290987,0.1288905394392769,1.0,0,-0.07718530654907241,0.10751579676405038,1.0,0,None,None,0,0,0.37686136245727564,0.3028077045128561,2.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.17899120330810536,0.15418051746212946,1.0,0,None,None,0,0,0.1782502365112304,0.1896672713783096,1.0,0,0.44992918014526406,0.23372302605858994,8.0,1,0.08642341613769489,0.19071782365820278,2.0,0,-0.1617117500305172,0.13659486466217935,2.0,0,0.3010521645668826,0.21617777250869152,3.0,0,nan,nan,nan,32,nan,nan,1.0,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.009348316192626882,0.17677333233328224,1.0,0,nan,nan,4.0,32,nan,nan,1.0,32,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,1.0,32,132.78684349689067,11.964904182430125,0.9470185217369987,0.04219629048702271,1023.58374839047,980.978293665839,1069.96918058282,406.768699293544,41.34400177001953,0.11900000274181366,nan,nan,0,0.0,10.0265210528,16.9462698699,23.031512454,28.4733728514,0,14.264536,13.127,0.023,12.848,0.024,12.781,0.023,AAA,12.784,0.027,AAUU,0.0,0.03316255172886026,1.393285,1.7162871756373295,132.78684197557288,11.964903792311576
16,08510885+1157537,131218003001242,604971161827216640,604971161827216640,other,-1,0,10k_51,lbol,1,5921.5894,126.2646510401917,6101.0,0.04,bay,4.22711,0.2021948701626216,-0.069717884,0.14231585371160005,0,-0.08375422,1.213254,7.4908814,2.781298588157476,0.27690867,-0.07887157957438846,0.078384731287167,7.0,0,0.61678475,0.44411367,1.1615616798400878,0.12942367346551098,1.0,1,0.23084859848022532,0.1818882949056102,1.0,1,0.030096988677978942,0.21580421925722845,1.0,0,0.038004817962646875,0.11664534056057058,1.0,0,-0.19132432937622035,0.1952273948763009,1.0,0,-0.03022209167480483,0.11978377568703005,1.0,0,-0.04958793640136694,0.1144640596927656,1.0,0,-0.05893022537231474,0.16678169526717673,1.0,0,-0.06698673248290987,0.1288905394392769,1.0,0,-0.07718530654907241,0.10751579676405038,1.0,0,None,None,0,0,0.37686136245727564,0.3028077045128561,2.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.17899120330810536,0.15418051746212946,1.0,0,None,None,0,0,0.1782502365112304,0.1896672713783096,1.0,0,0.44992918014526406,0.23372302605858994,8.0,1,0.08642341613769489,0.19071782365820278,2.0,0,-0.1617117500305172,0.13659486466217935,2.0,0,0.3010521645668826,0.21617777250869152,3.0,0,nan,nan,nan,32,nan,nan,1.0,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.009348316192626882,0.17677333233328224,1.0,0,nan,nan,4.0,32,nan,nan,1.0,32,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,1.0,32,132.78684349689067,11.964904182430125,0.9470185217369987,0.04219629048702271,1023.58374839047,980.978293665839,1069.96918058282,406.768699293544,41.34400177001953,0.11900000274181366,nan,nan,0,0.0,10.0265210528,16.9462698699,23.031512454,28.4733728514,0,14.264536,13.127,0.023,12.848,0.024,12.781,0.023,AAA,12.784,0.027,AAUU,0.0,0.03316255172886026,1.393285,1.7162871756373295,132.78684197557288,11.964903792311576
17,08510885+1157537,131218003001242,604971161827216640,604971161827216640,other,-1,0,10k_51,lbol,1,5921.5894,126.2646510401917,6101.0,0.04,bay,4.22711,0.2021948701626216,-0.069717884,0.14231585371160005,0,-0.08375422,1.213254,7.4908814,2.781298588157476,0.27690867,-0.07887157957438846,0.078384731287167,7.0,0,0.61678475,0.44411367,1.1615616798400878,0.12942367346551098,1.0,1,0.23084859848022532,0.1818882949056102,1.0,1,0.030096988677978942,0.21580421925722845,1.0,0,0.038004817962646875,0.11664534056057058,1.0,0,-0.19132432937622035,0.1952273948763009,1.0,0,-0.03022209167480483,0.11978377568703005,1.0,0,-0.04958793640136694,0.1144640596927656,1.0,0,-0.05893022537231474,0.16678169526717673,1.0,0,-0.06698673248290987,0.1288905394392769,1.0,0,-0.07718530654907241,0.10751579676405038,1.0,0,None,None,0,0,0.37686136245727564,0.3028077045128561,2.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.17899120330810536,0.15418051746212946,1.0,0,None,None,0,0,0.1782502365112304,0.1896672713783096,1.0,0,0.44992918014526406,0.23372302605858994,8.0,1,0.08642341613769489,0.19071782365820278,2.0,0,-0.1617117500305172,0.13659486466217935,2.0,0,0.3010521645668826,0.21617777250869152,3.0,0,nan,nan,nan,32,nan,nan,1.0,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.009348316192626882,0.17677333233328224,1.0,0,nan,nan,4.0,32,nan,nan,1.0,32,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,1.0,32,132.78684349689067,11.964904182430125,0.9470185217369987,0.04219629048702271,1023.58374839047,980.978293665839,1069.96918058282,406.768699293544,41.34400177001953,0.11900000274181366,nan,nan,0,0.0,10.0265210528,16.9462698699,23.031512454,28.4733728514,0,14.264536,13.127,0.023,12.848,0.024,12.781,0.023,AAA,12.784,0.027,AAUU,0.0,0.03316255172886026,1.393285,1.7162871756373295,132.78684197557288,11.964903792311576
18,08511229+1154230,131218003001257,604922267919525504,604922267919525504,other,-1,0,10k_43,lbol,0,5861.1494,121.00268389646902,6139.0,0.08,bay,4.3125887,0.19191018042911634,-0.05681467,0.13335424653917957,0,-0.032380097,1.1882865,8.076259,2.62322271158553,0.31989175,0.10547101681138166,0.07452888958483618,135.0,0,0.6286054,0.57761806,1.2753045082092285,0.12835271345701463,1.0,0,0.2518589973449714,0.1805337458616529,1.0,1,0.17174814224243207,0.21339917006907969,1.0,0,0.1069025421142582,0.11450088124560795,1.0,0,0.1683625221252445,0.19073627458742504,1.0,0,-0.025326404571533345,0.11835825963614671,1.0,0,0.06646516799926783,0.11265159919769595,1.0,0,0.24268596649169893,0.16425927804862794,1.0,0,0.13091880798339872,0.12733461831170406,1.0,0,0.11879190444946275,0.10591747514725491,1.0,0,None,None,0,0,0.08686752319335955,0.28783084599446485,16.0,0,nan,nan,nan,32,nan,nan,2.0,32,-0.2525614547729491,0.15176831014313,1.0,0,None,None,0,0,0.15980712890624993,0.18575093936803092,1.0,0,1.1335248374938969,0.2316771663806692,8.0,0,0.06844188690185504,0.18824252211604134,2.0,0,0.10217041015625039,0.13459448958551845,2.0,0,0.08253558656925539,0.21246732249928732,3.0,0,nan,nan,nan,32,nan,nan,1.0,32,-0.1772569084167479,0.36247647071218686,2.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,0.01804788589477546,0.1740376444944624,1.0,0,nan,nan,4.0,32,nan,nan,1.0,32,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,1.0,32,132.80116418085174,11.906379162625035,1.1462578680549054,0.02945505086770862,850.828482089815,829.879276160597,872.841539395082,406.907009610292,33.426998138427734,0.15199999511241913,nan,nan,0,0.0,11.0106244234,17.4569197172,24.9453492083,30.811117901,0,14.158228,12.986,0.024,12.708,0.023,12.623,0.024,AAA,12.648,0.026,AAUU,0.0,0.03186663505756802,1.4274547,0.9558323859390786,132.80116264138996,11.90637877005004
19,08512194+1153089,131218003001313,604921477645534976,604921477645534976,other,-1,0,10k_44,lbol,6,5384.739,277.529568224521,5613.0,0.08,bay,4.592489,0.2602903127263839,0.28016424,0.31777228292187193,0,0.19885129,1.0815582,0.1,249.4993969077022,0.3363798,0.19212775856933095,0.12372844497634568,6.0,0,0.9905295,0.3990748,0.8745610237121582,0.15955257966740802,1.0,1,1.3234856605529792,0.21933282626401665,1.0,1,0.15460489273071332,0.2882745240575091,1.0,0,-0.2544293975830074,0.2407158762216568,1.0,0,nan,nan,nan,32,-0.13343540191650405,0.1627183060945701,1.0,0,0.2189719963073733,0.1737239195132756,1.0,0,-0.17437965393066435,0.24787765359416403,1.0,0,0.16449386596679716,0.1762605470797164,1.0,0,nan,nan,1.0,32,None,None,0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,1.0,32,None,None,0,0,nan,nan,nan,32,0.2856468582153324,0.291142908953609,8.0,1,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,nan,32,nan,nan,1.0,32,nan,nan,2.0,32,nan,nan,16.0,32,nan,nan,2.0,32,nan,nan,2.0,32,0.22475870132446296,0.2646056374562327,1.0,0,nan,nan,4.0,32,1.540760860443115,0.21678129297859988,1.0,1,nan,nan,2.0,32,nan,nan,nan,32,nan,nan,1.0,32,132.8413773125084,11.885802689277446,1.1956223583775603,0.04708336397034601,816.569596134631,786.140689633994,849.396949735773,406.823995113729,35.90999984741211,0.20600000023841858,nan,nan,0,0.0356483,2.03875814408,4.3222022879,7.0913216224,11.4512683207,0,15.224073,13.862,0.025,13.481,0.026,13.411,0.034,AAA,13.392,0.033,AAUU,0.008261950973511237,0.03856692729751823,1.6977081,1.0885231240654871,132.84137577874628,11.885802295893395
20,08520052+1152291,131218003001390,604919244262692352,604919244262692352,other,-1,0,10k_37,lbol,4,5465.1904,288.9762416694435,5498.0,0.05,bay,4.5731177,0.26054152646224615,0.1277709,0.28399117715898337,2,-0.008540921,1.0944304,7.587621,4.377038322861093,0.2397621,-0.10884462068007794,0.1321556192787796,6.0,0,0.8459795,5.9525604,1.1128706455230712,0.16082179913904454,1.0,1,1.2817900657653816,0.2208847930185792,1.0,1,0.10231206893920941,0.2915229020354977,1.0,1,0.3763551139831547,0.19264515384340997,1.0,1,nan,nan,1.0,32,-0.020693931579589986,0.16464199429322168,1.0,0,0.015149383544922124,0.17657457088312906,1.0,0,0.15066545486450167,0.2517233473696095,1.0,0,-0.2667600440979001,0.1992691606283188,1.0,0,nan,nan,1.0,32,None,None,0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,1.0,32,None,None,0,0,nan,nan,1.0,32,0.5954608345031742,0.29355654149276605,8.0,1,nan,nan,2.0,32,nan,nan,2.0,32,-0.6250137901306152,0.45857320729122053,2.0,0,nan,nan,nan,32,nan,nan,1.0,32,nan,nan,2.0,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,nan,32,nan,nan,4.0,32,1.3636284923553466,0.2179692439249047,1.0,1,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,1.0,32,133.00213562086807,11.874760881051092,1.196598071390171,0.04354182791977922,815.919541786945,787.740404023928,846.146042886505,406.256520887874,34.641998291015625,0.2029999941587448,nan,nan,0,0.0,2.71465752181,3.85237844625,8.42354359411,11.33606016,0,15.246293,13.85,0.025,13.437,0.031,13.384,0.036,AAA,13.398,0.032,AAUU,0.0,0.040899964865259694,1.6463106,1.0541166015584997,133.00213407214537,11.874760515293989
21,08513449+1143494,140111002602073,604916117526551680,604916117526551680,other,-1,0,10k_41,lbol,0,5697.1562,77.23109103665516,5970.0,0.08,bay,4.405789,0.18528150863702192,0.24005365,0.05042551635097571,0,0.03244856,1.1352639,7.6888385,2.144961985516849,3.3310146,-0.18084308094492402,0.020096666173567326,447.0,0,0.71273625,22.606304,nan,nan,nan,32,nan,nan,nan,32,-0.0329284858703609,0.09154886411571886,1.0,0,-0.2620540237426754,0.0328956476699024,1.0,0,-0.11175451278686488,0.04307736468898865,1.0,0,-0.22012153625488295,0.04604304834752511,1.0,0,-0.20066425323486303,0.038241781812225255,1.0,0,-0.31260807037353544,0.05635850898410752,1.0,0,-0.12759559631347628,0.05069317272451272,1.0,0,-0.1968266105651857,0.03427168564722829,1.0,0,None,None,0,0,-0.232218718863118,0.03401698525959142,55.0,0,-0.123645420074463,0.07311906647627534,8.0,0,-0.17044764577466556,0.06882051956000258,3.0,0,-0.18207633972167958,0.04725390603524392,1.0,0,None,None,0,0,-0.16344459533691413,0.04416618107977508,1.0,0,0.46416324615478555,0.1041413713620854,8.0,0,-0.19578352578417327,0.05047020051158111,3.0,0,-0.08003818549729065,0.03758885126820777,3.0,0,-0.12244327841132631,0.05672028241827755,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.1632795279885391,0.07860472596044339,3.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.035206241607665945,0.05661622038667215,1.0,0,0.5397825431823731,0.09718441457265303,2.0,0,-0.13972772598266614,0.10530721467448849,1.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,132.8937010479383,11.730401801844808,1.1318242286656894,0.03564608598514303,861.362944153397,835.528341489109,888.812739729296,407.13952866983,34.6453018560791,0.3566365023391994,nan,nan,0,0.0298958,52.4985451375,66.6462101744,119.908238538,102.142174237,0,14.566361,13.342,0.022,13.072,0.027,12.954,0.024,AAA,12.984,0.028,AAUU,0.00734358677673341,0.035707722272607524,1.5179015,0.9999454027246477,132.89369951518378,11.730401392480838
22,08513449+1143494,140111002602073,604916117526551680,604916117526551680,other,-1,0,10k_41,lbol,0,5697.1562,77.23109103665516,5970.0,0.08,bay,4.405789,0.18528150863702192,0.24005365,0.05042551635097571,0,0.03244856,1.1352639,7.6888385,2.144961985516849,3.3310146,-0.18084308094492402,0.020096666173567326,447.0,0,0.71273625,22.606304,nan,nan,nan,32,nan,nan,nan,32,-0.0329284858703609,0.09154886411571886,1.0,0,-0.2620540237426754,0.0328956476699024,1.0,0,-0.11175451278686488,0.04307736468898865,1.0,0,-0.22012153625488295,0.04604304834752511,1.0,0,-0.20066425323486303,0.038241781812225255,1.0,0,-0.31260807037353544,0.05635850898410752,1.0,0,-0.12759559631347628,0.05069317272451272,1.0,0,-0.1968266105651857,0.03427168564722829,1.0,0,None,None,0,0,-0.232218718863118,0.03401698525959142,55.0,0,-0.123645420074463,0.07311906647627534,8.0,0,-0.17044764577466556,0.06882051956000258,3.0,0,-0.18207633972167958,0.04725390603524392,1.0,0,None,None,0,0,-0.16344459533691413,0.04416618107977508,1.0,0,0.46416324615478555,0.1041413713620854,8.0,0,-0.19578352578417327,0.05047020051158111,3.0,0,-0.08003818549729065,0.03758885126820777,3.0,0,-0.12244327841132631,0.05672028241827755,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.1632795279885391,0.07860472596044339,3.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,-0.035206241607665945,0.05661622038667215,1.0,0,0.5397825431823731,0.09718441457265303,2.0,0,-0.13972772598266614,0.10530721467448849,1.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,132.8937010479383,11.730401801844808,1.1318242286656894,0.03564608598514303,861.362944153397,835.528341489109,888.812739729296,407.13952866983,34.6453018560791,0.3566365023391994,nan,nan,0,0.0298958,52.4985451375,66.6462101744,119.908238538,102.142174237,0,14.566361,13.342,0.022,13.072,0.027,12.954,0.024,AAA,12.984,0.028,AAUU,0.00734358677673341,0.035707722272607524,1.5179015,0.9999454027246477,132.89369951518378,11.730401392480838
