ra,dec,barycentric_distance,pmra,pmdec,mag_g,mean_absolute_v
2.1346187539180583,7.7109359860660724,5019.5586,-0.08572279,-2.9093633,18.79012,5.2
1.6833781323471424,1.7265837029833644,1601.6241,-7.822205,-24.406025,16.746983,5.8
0.5159250327245739,6.894456100001425,397.58002,10.59028,3.3527017,13.307382,5.35
0.5159272627018939,6.894654152920498,397.57877,10.590313,3.3527622,13.30738,5.35
5.850095469148449,8.28655470916944,710.9998,2.4092226,-2.071542,14.676717,5.45
5.850095674985346,8.286554937769656,710.99976,2.4092226,-2.071542,14.676589,5.449868
3.0126421911627017,2.6013792017251243,2233.5137,-0.16261029,-9.642664,16.894863,5.2
2.3755297148775942,9.972922521126367,3166.5632,3.4554896,-11.628708,18.369263,5.8
2.3755300777519746,9.972921880709942,3166.5632,3.4554896,-11.628708,18.279146,5.733569
2.1771159482026285,8.218376463287482,445.3699,-15.164564,-8.910976,13.7977085,5.55
1.7950358924527798,0.29191322888137045,2903.5466,4.702121,-7.7110767,18.041119,5.8
6.417518096951046,9.330577548820697,8152.9214,6.3611217,-1.6760436,19.773632,5.2
6.417508415141428,9.330548528527018,8152.9233,6.3611193,-1.6760448,19.74867,5.1844187
9.109238636718414,0.7922832295757563,1709.0411,6.8261843,-6.1059303,16.48154,5.454292
3.6452103442485946,8.113611708987266,4005.13,1.2955518,-10.540829,18.680304,5.6
3.6452103375865486,8.11361170196561,4005.13,1.2955518,-10.540829,18.298147,5.236149
0.1559661753529351,4.745356969145159,8855.094,6.9722795,-5.041504,19.897009,5.2291074
3.6116767741448537,3.226021314212959,6932.0723,5.05598,-8.830619,19.36597,5.2
9.909383737055165,5.2452987217961144,468.8983,19.85039,-19.793974,13.638588,5.34
2.8594892712404025,5.950037398839771,982.1736,-1.9524986,-11.712904,15.748339,5.8
2.859491499376492,5.950034374583971,982.17365,-1.9524986,-11.712903,15.678168,5.753611
6.867241326993737,4.80696681601926,801.0679,-10.795196,-8.452659,15.048671,5.65
3.854728151384112,4.611349421600902,646.7929,0.1412617,-8.8768425,14.802913,5.85
3.854722545991038,4.611355054512025,646.79285,0.1412617,-8.876843,14.308566,5.376398
3.840821280956196,4.603749671290571,4956.6313,2.3501673,-4.4378557,18.635473,5.2
7.391474494431997,8.142207910237316,2737.1821,0.5431243,-1.2452481,17.970257,5.8
1.1838128184381946,2.6566070786719855,425.88376,4.014039,-0.12666032,13.518423,5.43
5.144870768867541,4.889803455334008,2203.372,0.8861191,-0.6307327,17.044376,5.4
8.226240285353418,6.035030487052345,2173.298,14.172688,-7.651201,17.473742,5.905238
4.146058988701742,9.171431488931873,1781.6646,2.813484,-9.57105,16.834097,5.5730643
6.563210510934151,6.931799900952565,7212.3145,0.30676037,-5.1328354,19.68225,5.4
3.8172439226839905,8.406659544515579,3656.8003,6.1939,-5.2148137,18.661554,5.8
2.900171573223225,4.228621230610359,4532.144,-3.1644454,-14.257484,18.833513,5.6
2.906001830986857,4.242481435928815,2715.2253,0.57881874,0.7836216,17.68492,5.6420097
9.757535693735896,9.848494234208282,477.06503,5.455939,-4.119549,13.645598,5.2
9.766430940987346,9.847702186643849,1506.3093,3.5933564,-5.448144,16.198238,5.24
9.766412905892983,9.847691558990864,1506.31,3.5933526,-5.448143,16.08812,5.1603336
4.76474760472148,9.440198352430976,6679.92,5.983433,-0.2671411,19.774221,5.6
1.2263582884827153,2.326379789430033,2752.5745,-2.754263,-13.185584,17.7355,5.6
1.2263582465728158,2.326379555320554,2752.5745,-2.754263,-13.185584,17.675993,5.561278
1.2076221548749075,2.3505518494035753,1100.9795,17.392868,-9.583565,15.541835,5.4
1.2076221334395578,2.350551790286749,1100.9795,17.392868,-9.583565,15.455278,5.333569
0.6769591905614225,4.207484715679262,374.68924,-6.817007,-29.987722,13.220342,5.4
3.052454109588796,3.3130194219537676,498.98013,0.6999743,-11.511131,13.755181,5.35
3.052470256098406,3.3129730669215705,498.97983,0.69997483,-11.511139,13.85086,5.47
9.814165891070731,5.789860493252234,6004.809,7.8665524,-5.0074005,19.260456,5.4
9.814165892905722,5.789860489494681,6004.809,7.8665524,-5.0074005,19.210262,5.361278
3.6690868944985606,8.131668233676715,6099.068,5.5153646,-4.043252,19.341736,5.4
1.788320353041379,5.047357653630552,1877.3958,4.028486,-7.4073825,16.896212,5.6
9.00561068667356,9.456456609809964,5561.7817,-0.15828606,-8.13445,19.606054,5.8
0.05642568028851633,7.823195104348169,6004.8555,4.4660716,-12.592638,19.513214,5.6
1.8450582003167473,8.487985617851146,1409.9653,6.748094,-34.34382,16.220785,5.4
7.98876776674894,3.7759053554648405,1262.1251,4.3889227,-18.678467,16.205055,5.8
5.086721017685747,2.6487937581012964,3933.5803,10.261304,-4.8174787,18.333227,5.4
5.086718879898522,2.6487897427210125,3933.5815,10.261301,-4.8174777,18.290817,5.367804
2.8923438571469307,7.607662397651131,3462.0098,10.826223,-8.392487,18.166288,5.4
2.8923335587797263,7.6076744892904715,3462.0093,10.826226,-8.3924885,18.141745,5.3849254
6.000368456607289,9.57226976191733,4435.2812,2.6066375,3.4539678,18.523933,5.2
6.000368678186009,9.57227028029322,4435.2812,2.6066372,3.4539676,18.520063,5.198281
6.751860111219881,9.180559222637415,282.8433,10.985168,-22.306253,12.686872,5.55
9.569361277753462,0.4224206678680922,6965.05,2.2608366,-3.3249495,19.717295,5.6
4.82482624369835,7.233307053943783,875.81726,-0.6590902,-5.4682455,15.438192,5.76
4.82490819452925,7.233334167527788,875.8174,-0.65908486,-5.4682426,15.426304,5.7542644
2.510320704469707,9.93158403082556,1591.4502,13.280242,-22.91321,16.924686,5.8
3.970878751638669,0.03598015953679339,3977.4524,6.5333095,-14.826505,18.352,5.4
6.46676255730674,9.776611023140648,3533.4321,2.6230986,-5.294551,18.53785,5.8
6.46676254381114,9.776611044117388,3533.4321,2.6230986,-5.294551,18.524754,5.7925143
5.513044637050716,1.172311109910448,734.8683,8.983011,-11.803314,14.30038,5.05
7.56021974667633,1.479154388691408,3424.396,12.522603,-1.3637692,18.01795,5.4
7.56021946099023,1.4791547295532221,3424.396,12.522603,-1.3637692,18.001938,5.3891964
7.55956019998348,1.4918990329234119,1898.4899,-1.5918604,-0.8968528,16.50533,5.2
2.126718219753671,6.2856475952105235,4881.7056,10.683494,-6.2728863,18.697182,5.2
2.1267183062158166,6.285647922325894,4881.7056,10.683494,-6.2728863,18.654333,5.1676965
1.11230835251636,2.6724810711314584,6732.187,4.0597076,0.7041459,19.888008,5.8
1.1123089215970001,2.672482618552003,6732.1865,4.0597076,0.7041458,19.683294,5.6106343
8.919637814586045,0.6967877148665783,917.2712,6.798128,-11.469799,15.320519,5.6
8.919637807661683,0.696787241025331,917.2712,6.798128,-11.469799,15.31793,5.599177
0.7835161378256555,6.439365659312964,2151.9624,3.483118,-10.171383,16.92312,5.2
0.7835204005035733,6.439328905532485,2151.9612,3.4831195,-10.171388,16.887259,5.1775494
3.018214781925964,1.3994932568086926,1654.6415,4.554076,-9.2998495,16.814953,5.8
8.872679119588,9.990602182432474,2340.21,14.3670225,-8.844443,17.212568,5.3172565
0.2717755030459315,9.88574762244626,706.4123,-6.884379,-7.28468,14.494273,5.2
7.488632563732075,0.4172143012238499,1008.4978,2.121195,-3.2591066,15.6472845,5.74
7.488290788903439,0.4163115327403318,1008.49615,2.1211874,-3.2591414,15.637284,5.73
6.358608523426544,6.457063508846901,4183.184,3.6728547,-4.536026,18.842867,5.8
1.9337539055267678,3.0187858432321453,5538.1025,6.6130834,-3.20029,19.061058,5.4
6.68888604071133,4.881651992330176,5436.7065,8.162592,-5.11305,19.406036,5.8
5.739829996539768,4.556955173484187,8571.971,0.26685834,-2.2899876,19.982788,5.3772483
4.195376046067361,9.749006276196594,6284.459,7.5271053,-5.864653,19.30158,5.2
8.672108525079201,4.60007492156216,1153.7147,-7.637297,-5.0041904,16.016798,5.8
8.672108524518334,4.600074922209581,1153.7147,-7.637297,-5.0041904,15.581713,5.375351
2.4119163240087222,7.844611593386246,244.74986,-5.3060555,-3.067917,11.893461,5.04
4.629767381703587,4.306157067532279,932.9965,0.038937446,-10.530438,15.104734,5.35
1.728602064874068,0.23994496198866172,6725.9663,3.1706665,-8.246231,19.658342,5.6
1.7285995514512944,0.23995802825432622,6725.966,3.170667,-8.246231,19.644598,5.5936317
1.3036175428255163,0.4655346077260763,818.3668,4.870941,-5.013518,14.5617695,5.04
5.634033836399485,8.936591680908352,2389.2566,5.7672534,-5.6815953,17.885473,5.9988103
7.35060984556477,8.211915367172622,6716.6113,5.867632,-6.9599805,19.333952,5.2
5.977418314996857,0.5298859629673871,1074.0923,13.046884,5.7284975,16.020903,5.9982805
1.5630239465293994,6.576231070197049,2046.1746,-8.714518,-7.4031296,16.957905,5.4
0.5642593035191048,4.743240185820636,6550.2764,8.68437,-7.091238,19.50897,5.4
0.5642592953044834,4.743240208131125,6550.2764,8.68437,-7.091238,19.492285,5.3891964
4.07611892849572,0.022470848539609747,5293.6323,2.5324047,-7.0391717,18.960974,5.4
4.091773288979368,0.01652698252963152,1093.5569,2.0729556,-6.306372,15.910488,5.8
4.09171271394618,0.016489759627580727,1093.5565,2.0729537,-6.3063765,15.470495,5.3743834
5.520972137460305,1.2767864376439633,4896.22,12.068666,-11.349997,19.159277,5.8
5.5209743747748785,1.2767897511288469,4896.2197,12.068666,-11.349997,19.151485,5.7964106
2.2491759660245716,3.1655623468593466,2236.8235,3.890391,-9.651961,17.248468,5.6
8.07333235954778,9.925176246674926,1663.2621,-8.671368,-6.2482486,16.5932,5.4
9.590939077890468,9.49462063156354,2492.067,13.349572,-1.0353531,17.417152,5.4
9.590939285917317,9.494620832213455,2492.067,13.349572,-1.0353531,17.401136,5.3910065
1.8407477111343409,0.2592222870201287,6348.4067,1.9745206,-6.352392,19.560976,5.6
8.90818014644295,9.380852955149958,3167.4175,5.052931,-4.9357896,18.119852,5.6
8.908180184980791,9.380853031142378,3167.4175,5.052931,-4.9357896,18.11748,5.599177
8.99318276891004,0.8633206968467432,666.5215,9.645689,-7.000396,14.3681555,5.36
8.993182728332844,0.8633208200451002,666.5215,9.645689,-7.000396,14.36788,5.3596897
5.7399823237356244,2.6794625886821324,1643.5068,12.7755165,-0.42301548,16.193487,5.2
5.726289556531255,7.378382989160094,1667.044,31.191568,6.9968514,16.309029,5.2
1.3691599813745543,2.545520032403299,2546.5837,16.500233,-17.284838,17.194956,5.2
1.3691460241802584,2.5444016484684617,2546.5828,16.500237,-17.285019,17.095068,5.1339474
7.73525374625228,7.608581183402828,372.39246,30.750679,5.348071,12.85094,5.05
8.31252700710647,2.495618187930261,927.31226,14.800347,4.5884666,15.705751,5.994501
1.356162775468162,5.208991418545957,1846.7649,-6.955907,-3.0991058,16.515337,5.2
4.520083924221721,4.427255995980894,643.64307,23.713085,4.5684934,14.40377,5.45
4.52008768405605,4.427254902030986,643.64294,23.713089,4.568494,14.303669,5.382973
2.0709741255807366,7.866213098078829,3095.5735,-1.6829749,-12.283799,17.739649,5.2
0.6266184011050674,9.85623020680676,787.7388,-4.9422565,-8.313663,14.558144,5.04
1.9988078683243042,0.03588704167669761,7380.701,7.023366,-4.882597,19.52536,5.2
8.871623653985896,8.434651554004567,6308.6904,3.0214872,-4.517947,19.604414,5.6
0.8750996489346572,9.292679163824923,1508.4304,6.83008,-6.1317997,16.108862,5.2
3.559824141608304,0.5740740867148288,2142.861,-0.037831385,-2.3907895,17.352667,5.8
3.5598241843034804,0.5740740720640066,2142.861,-0.03783138,-2.3907895,16.844402,5.306495
4.12126991974173,0.05200053829307919,1532.1198,-3.5548313,-12.399375,16.43779,5.6
8.312512811404465,9.704259847329888,8055.7935,4.6193914,-4.1417885,19.827621,5.2
8.31251282372636,9.704259843838845,8055.7935,4.6193914,-4.1417885,19.822943,5.197933
2.0958549253646765,8.180644109916404,7287.8237,-0.15431242,-2.803507,19.947994,5.6291075
0.4676243022881986,0.7353786107904569,6570.999,10.512659,-3.9154348,19.46846,5.4
1.2423679026387038,3.9699430650539353,1319.8081,-0.36478618,-7.798803,15.757977,5.2
1.2287936458591064,3.9752063764245857,2718.571,-0.11245956,-4.5164337,17.894741,5.8
2.208705688357513,3.1066869181132994,5539.898,-0.020012809,-1.7381074,18.969727,5.3414693
3.7374681590899144,3.1886489043405164,3480.021,1.4431232,-4.7254868,18.244678,5.6
9.648910483794836,8.63363588647315,580.76733,29.129154,-13.046177,14.176782,5.35
9.721530672898217,8.613273039802795,853.8089,-4.4964976,-13.150124,15.46832,5.86
9.728327782200514,8.608996704376406,1887.2006,-5.6818724,-22.80525,16.977356,5.6
9.721684629340336,8.613245021105698,853.8103,-4.4964657,-13.150106,15.336241,5.770128
9.728362885979518,8.60906954976308,1887.1962,-5.68188,-22.805286,16.554054,5.208313
7.69018948933228,8.353146356986919,1624.0005,2.360181,-4.676349,16.627115,5.6
7.876403478506638,2.8237962443040936,339.1923,24.482573,10.187722,13.345334,5.83
4.867770399909144,6.112085757515013,806.9186,5.7063694,-3.785098,15.399222,5.95
3.1088011189194313,2.0037666090246278,688.7947,24.069513,-10.906027,14.698121,5.636149
4.109340384251665,3.3610575372503804,8532.244,3.9980676,-4.3383226,19.80926,5.2
8.768974457899413,7.658533255689267,750.89667,17.088554,2.755234,15.161877,5.85
4.9975892750389175,2.6095649966184786,8000.361,-0.9580316,-6.8049335,19.876856,5.4
7.118329946810261,1.8404675087036622,8331.788,4.2388296,-1.4753548,19.94832,5.4
5.023326261364113,8.196818383544985,1505.2704,0.85351086,-5.223435,16.64299,5.8006034
7.036068448953471,5.694417448517338,5272.1,4.8095164,-3.1784136,19.135983,5.6
7.036068320412838,5.694417256969777,5272.1,4.8095164,-3.1784136,19.069998,5.555554
0.31048601660811453,2.1027072385318464,1366.3241,14.325319,-6.562802,16.375118,5.8
0.12595175173319387,3.3813348370866523,2144.1821,3.8201373,-13.836481,17.365862,5.8
0.12594551715671037,3.3813193525770444,2144.1826,3.8201363,-13.836478,17.327234,5.7775493
0.11889183303642395,3.393552217182642,2651.5208,2.0268059,-4.574223,17.480621,5.4
3.5588821252178446,0.8932864081737365,7401.5215,-2.8551385,-6.4402313,19.875128,5.6
3.5486039796100273,0.8811509995090205,4811.102,18.026075,-3.8997507,18.564165,5.2
3.548603811213829,0.8811509806485819,4811.102,18.026075,-3.8997507,18.528786,5.1775494
4.984478631415003,4.241794020656411,3238.1511,17.918,-8.300837,18.101795,5.6
2.2406134063686194,8.092327878145747,891.4191,24.956005,-13.480842,15.186444,5.4
2.211330285631878,8.109460246438202,728.53143,-1.4141724,-4.1075163,14.586527,5.25
8.889391716811588,9.343935467608183,456.1069,35.900127,35.594578,14.073205,5.8
8.889393405374298,9.343933605078531,456.10693,35.900124,35.594574,14.02651,5.7730646
3.5647776300862404,8.164452392768297,1642.5706,10.440146,-0.77216756,16.689144,5.6
2.477598862814922,3.1094742444363797,2683.2085,-7.581496,-4.2723255,17.866728,5.8
3.70380785666118,3.2188619420248195,6518.358,-3.5572784,-11.570469,19.23204,5.2
1.113327834277084,7.971466530617422,561.0754,19.992683,-0.57448155,13.994824,5.2
1.113319578117441,7.971466254396939,561.07526,19.992685,-0.5744813,13.985383,5.1956863
1.203071275170796,8.940836724233703,3505.108,0.6419772,-2.8543649,18.510939,5.8
1.2030732751109283,8.940836681076906,3505.108,0.6419774,-2.8543649,18.43085,5.7464375
5.549643374953185,0.31718850108377306,1617.79,6.056548,-3.2419083,16.570074,5.6
7.442250239490909,0.45952676077688837,416.7695,-18.6913,-25.880672,13.819224,5.84
2.1385893378108993,4.780070150587917,5976.476,0.72176474,-1.3563665,19.249933,5.4
8.496155690466932,8.95477367963165,4258.049,4.8099365,1.3302535,18.57143,5.4
9.527207117936113,4.095511202132153,1560.3911,-1.2715856,-7.811409,16.672182,5.8
9.857478028384696,5.433269781018404,1689.7169,1.4193639,-19.353788,16.528826,5.4
5.270976769437577,1.8835249502271187,5544.883,3.654817,-3.570655,19.398489,5.8
0.04804497435448008,7.858094407905762,4876.532,2.358655,-8.215639,19.061413,5.6
0.04804523235910791,7.858095764117762,4876.532,2.3586547,-8.215639,19.021288,5.5775495
1.8332517050737915,8.433369951070713,5910.11,3.7659755,-3.5779119,19.823132,5.9730644
8.569272527157128,8.09037158502618,5554.948,6.219769,-3.8284485,19.515665,5.8
8.569272526370913,8.090371584009862,5554.948,6.219769,-3.8284485,19.496555,5.7891965
9.505724734057196,1.5970824960989796,5051.7524,7.7966185,-8.504655,19.021555,5.6
8.033635408691284,4.455363868482639,1120.8169,5.369307,-3.306118,15.743823,5.6
2.4413714067576064,5.722070302786829,2073.2668,0.32299274,-6.5145736,16.773636,5.2
2.4416730655060888,5.722145327894835,2073.2678,0.32299843,-6.514569,16.630833,5.099823
7.078538649021025,5.69504002220855,4080.0217,1.964414,-2.377538,18.23357,5.2
2.8541063433142035,7.583132403472285,4006.7048,5.0143137,-0.35283256,18.453722,5.4
2.8540899437849996,7.583134804094522,4006.7039,5.014314,-0.35283235,18.393593,5.360323
2.130050102868662,8.146104124399885,524.0966,30.51733,13.841158,13.825132,5.2
6.715731968972116,7.377528376552345,540.53986,7.7828927,-14.066238,14.43654,5.86
9.01874420802242,9.351143303260002,5621.015,4.806588,-1.9778203,19.411264,5.6
9.018731997715697,9.351152495406588,5621.006,4.8065953,-1.9778225,19.37115,5.5730643
0.2637441528893567,4.838258469330997,2618.4976,2.469288,-2.9945889,17.82095,5.8
0.26374683323566345,4.838267982879151,2618.4978,2.4692883,-2.9945872,17.805363,5.7910066
6.764465856793584,9.641026558378439,6226.7964,10.960345,3.4459312,19.790499,5.8
6.764465855910499,9.641026556069674,6226.7964,10.960345,3.4459312,19.732315,5.761278
5.5949220929417605,1.4338867406844034,2340.9634,22.778427,-8.523803,17.557148,5.8
3.7517497143421172,8.273232074457523,1225.8944,5.2720923,-1.6917797,15.893888,5.4
5.312196054894275,5.745175778866435,7267.0864,0.3238141,-4.7878175,19.831999,5.6
5.312196610774768,5.745176528185884,7267.0864,0.3238141,-4.7878175,19.809103,5.584419
7.691379625499602,9.377994295442203,1772.4082,-17.649412,-26.149433,16.435577,5.147641
8.91284860659203,3.47960899676271,1752.0194,16.796867,-2.814536,16.361322,5.2
9.872437639681374,6.406088569127243,1251.9294,-8.957845,-5.895544,16.222277,5.8
9.872441151592657,6.406089124453663,1251.9293,-8.957846,-5.895544,16.19551,5.7844186
2.6891771845297523,6.4339431545609695,974.40326,3.894587,-8.324843,15.163462,5.2
7.566040196590592,8.224514677548761,956.2964,0.83988154,-5.328474,15.792678,5.95
7.566274713007807,8.224208692333749,956.29803,0.8398826,-5.3284726,15.792586,5.9499035
8.806725613951373,0.4150849425853076,2515.7065,8.336996,-4.336698,17.878517,5.9910064
1.568634849524613,2.6688446605911897,9525.569,3.9045427,-2.6433415,19.898626,5.0691504
4.3455291523452395,3.6702524578849736,1284.8643,-0.7679847,-4.5385814,15.723304,5.25
5.096499043845912,4.92839672596614,620.71063,14.287539,-9.835513,14.118302,5.25
5.553556497916438,9.28716391889329,6781.5913,1.1512388,-8.138893,19.594902,5.4
8.262296949349752,3.1424868007571995,1613.1692,-0.25429627,-6.4368124,16.179707,5.2
1.8567571568791241,5.188449797340281,6333.8906,1.5263239,-8.670623,19.401201,5.4
1.8567562582989618,5.188453691533457,6333.8906,1.5263238,-8.670623,19.38769,5.392514
4.955308784385863,5.076967268857148,8038.208,1.563172,0.20697719,19.686945,5.2
2.451933697473513,9.943604643724537,2573.4949,8.937591,-12.824065,17.725855,5.6
3.965213895971118,0.046702230531818434,2762.896,9.531676,-1.1481041,17.359018,5.2
5.0580317139239455,5.467239405369938,1944.471,6.461611,-5.011168,17.144793,5.8
1.1431538326578026,2.6222847292892513,3116.422,6.338163,-6.1775784,18.195831,5.8
8.217265639968305,4.915551484474087,890.62585,-1.438005,-2.1810286,15.111781,5.45
6.760656998049321,2.6853799925292265,3428.3093,-0.45001638,-7.8598046,18.186531,5.6
6.760656794419111,2.6853800303918436,3428.3093,-0.45001635,-7.8598046,18.112976,5.5525746
2.0920467008499037,4.452745217233242,8249.0,6.389956,-4.7404423,19.753033,5.2
4.427716557536935,3.309454657207729,8978.77,-0.7509726,-0.8982534,19.920288,5.2
4.452693190024574,9.878322874979828,1100.5411,-7.365735,-14.464881,15.8448715,5.66
4.452691175823626,9.87831234356452,1100.5415,-7.365733,-14.464878,15.637712,5.481539
0.8712758955526871,7.5821619643770894,7124.9634,-3.108959,-3.7350378,19.900806,5.6
0.8712588192315038,7.582130978125888,7124.9683,-3.1089582,-3.7350383,19.886883,5.592587
7.305046217326113,5.9854374831301955,1440.1836,-4.981692,-6.5025992,16.596321,5.9444647
0.8988858535362624,2.2606234372245213,489.62405,7.439889,-20.862736,14.019366,5.64
0.898889024289586,2.2606273164313473,489.624,7.439891,-20.862738,14.016479,5.639106
3.685727323198115,2.760280295428941,422.08383,0.3763575,-11.794095,13.8498955,5.86
4.77971437546301,4.261970183564653,1357.0696,5.686192,-1.8840307,16.226429,5.65
9.245830650191175,4.279112592578004,8208.495,8.089708,-3.24607,19.910835,5.4
9.245830611251973,4.279112099454942,8208.495,8.089708,-3.24607,19.525951,5.036149
6.977725048138686,0.6244049154877976,3655.055,5.4482617,-7.3783784,18.336996,5.6
6.024066339986984,5.849832649266908,7782.3003,6.1675663,-7.5371933,19.999268,5.6
6.024079217421947,5.849816876971199,7782.304,6.167563,-7.5371895,19.943432,5.5625243
3.48962217524012,4.808224583385929,1736.5771,-3.4967484,-6.957207,16.916592,5.8
4.240480600276938,9.740435267950836,6079.4136,7.449921,-9.745852,19.217886,5.2
8.710677783390205,9.106128212621252,2316.9458,5.9745092,-8.107902,17.605389,5.8
8.710682553400732,9.106142971815673,2316.946,5.974509,-8.107901,17.605389,5.8
8.71067948655563,9.106134276227793,2316.9458,5.9745092,-8.107902,16.818968,5.029024
6.407055138270884,6.052206573489099,8489.343,1.1257625,-3.5210044,19.813261,5.2
6.40705516139878,6.052206546642411,8489.343,1.1257625,-3.5210044,19.770779,5.1676965
3.56904415619052,7.693022788690027,2567.9285,1.090826,-3.4262323,17.865803,5.8
6.999630430679939,4.70518374535139,2074.1401,1.990918,-3.1422102,16.91737,5.4
4.645262617199932,4.291257745889845,2801.127,-2.1378078,-24.38296,17.956892,5.8
4.645234691518684,4.291152161171408,2801.1255,-2.1378126,-24.38299,17.91743,5.7730646
8.818760601140326,9.340918951734153,2281.2617,-1.012481,-2.2079759,17.047783,5.2
8.857527458857339,9.334031986887757,1638.0273,13.448699,-11.712643,16.66718,5.6
8.85757452496827,9.334050927584299,1638.0275,13.448694,-11.712644,16.284077,5.2352977
