source_id,barycentric_distance,parallax,parallax_error
1829945523793035265,1075.6804,1.4542893,0.6223527
1830449035157176321,346.42502,2.864274,0.051968083
1830449035291394049,346.4246,2.757584,0.06570872
1830445530329645057,1429.0016,0.51571435,0.29539764
1829947924008665089,2284.9988,0.6736377,0.28460371
1829947928303632385,752.6714,1.406319,0.06331845
1829947928303632386,1093.7112,-0.07687744,2.4812331
1830300888716017665,1621.271,0.7259057,0.05683883
1830439203977035778,1255.6201,-0.23123991,1.447174
1830439204111253506,1255.6205,-2.5130866,2.9468093
1829945544596783105,1195.4893,1.45841,0.9534061
1830445547643731969,1014.554,1.0838256,0.24522379
1830445547777949697,1014.56165,-0.08698259,1.3198535
1830445547912167425,1014.63226,0.8253299,0.08050007
1829946133007302658,573.5557,2.369556,1.2474334
1829946133141520385,443.49884,2.224835,0.3412781
1829946133275738113,443.49878,-0.1466254,2.2627594
1830449150987075585,614.9805,1.4819183,0.12532026
1829946145892204545,1303.4471,0.74483895,0.14730933
1829946154482139137,850.2786,0.8825683,0.18365745
1829947932732817409,961.5393,1.0850441,0.061161134
1829947932867035137,961.5415,1.4184153,0.3071552
1830351861387886593,5113.3477,-0.13545734,0.31730196
1830351865817071617,913.4045,-0.38999894,1.1212804
1830351865951289345,913.4049,3.8958051,2.2573369
1830300854490497025,14165.051,3.0024023,2.7478848
1830300858651246593,5320.5435,-0.16357563,0.5518509
1830438830314881026,3898.2332,0.2083594,0.15521835
1830351874272788481,2049.893,0.4560742,0.23015201
1830351874407006211,3435.3223,0.43063894,0.16124423
1830351878701973505,2797.5186,0.54353815,0.6763271
1830351878970408961,2797.518,0.23527235,0.08479402
1830449168301162497,1099.3254,0.9791906,0.051813327
1830449168435380225,1099.3254,0.24443933,1.1237593
1830449168569597953,1099.3252,0.8620754,0.12940003
1830449168703815681,1099.3247,0.9226985,0.066688515
1829946167367041025,1507.9404,4.4115043,2.4019678
1829945561910870017,1015.9039,0.94505167,0.24088542
1829945561910870020,1993.5908,0.56292355,0.17677738
1829945562045087745,1015.80756,0.22537398,0.761946
1829945562045087748,1993.5916,0.93963176,3.0726926
1830445560394416129,747.082,1.3368325,0.14145598
1830351848502984705,12171.759,-1.6718725,4.2221746
1830349172738359297,2333.579,1.0740492,1.2350601
1830349177033326593,499.43997,1.9323943,0.13671167
1830300863080431618,2683.3545,0.23262878,1.098472
1829945574661554177,1647.2386,-0.06460324,0.72041184
1829945579224956929,458.94467,2.0981846,0.11880716
1830351857227137025,1065.2063,1.5160309,0.96694875
1830351857227137027,5700.088,0.29751283,0.22284068
1830351857361354753,1065.2062,3.0202835,1.0538146
1830351857495572481,1065.1973,1.1071986,1.0924791
1830449185346813953,419.59415,2.7985249,0.22896965
1830449185481031682,2221.7617,-1.278789,1.9614674
1830449189775998977,17005.322,1.6700087,0.75158095
1830300832881442817,1326.3055,1.0039213,0.22682165
1830445582003470337,5306.615,0.22050408,0.73093605
1830445582137688065,5306.615,2.103862,0.8649868
1829946616191123457,1006.5039,-1.4754527,2.399128
1830349198508163073,1056.6165,1.0454206,0.2972016
1830449198231715842,588.01404,0.94935,0.6003691
1830449198500151297,302.54514,3.8026302,0.40341112
1829945591841423363,2917.784,0.23124896,0.123497665
1829946622633574401,7820.765,0.6148037,0.46020773
1830351822733180929,1948.4114,0.5584385,0.079386145
1829946639813443585,732.9485,1.3537078,0.072674945
1830446636283723777,897.5926,2.1807535,0.54363835
1830300841471377409,314.086,3.283313,0.08482946
1830300845900562433,799.9476,1.2878792,0.06965569
1830300846168997889,799.9476,1.3052793,0.07175449
1830439298734751745,1316.1246,1.6826074,2.6677918
1830446647021142017,1029.2682,4.284871,1.3693867
1829946656993312769,1406.6731,0.9309138,0.31651554
1829946656993312771,2875.7175,0.27235365,0.09114491
1830439272562294786,1118.1931,2.2572901,1.1331607
1829946665717465089,1223.3948,0.35886416,1.8749353
1829946665985900545,1223.3953,0.99704146,0.9321843
1830446668495978497,4369.3115,-0.29846042,0.28498006
1830351818438213634,478.65012,2.026911,0.056474593
1830351818438213635,549.87604,1.94632,0.13013853
1830351818572431361,333.60245,2.9018004,0.083963215
1830449103742435329,1116.314,0.45362186,0.16500022
1830449108037402625,339.86746,2.33254,0.90489984
1830449116627337217,648.59186,1.658907,0.22792552
1830446672790945793,930.8663,0.67765635,0.79276276
1830446677085913089,7096.3604,0.4339613,1.4356525
1830300828586475522,1993.8062,1.6836556,0.7070334
1830300828720693249,1282.5243,0.77648884,0.12757374
1830300828989128705,1282.5746,3.1387262,1.8935479
1830351900176809985,411.61612,2.504537,0.054893207
1830351900176809986,5620.4717,0.06747313,0.45836627
1830351900311027713,411.61575,2.5287168,0.67450625
1830351900311027714,5620.462,-1.3293374,3.6271791
1830351900579463169,411.6169,2.4808915,0.068668775
1830449129646456833,1649.9927,1.094737,0.7881587
1830449129780674561,1649.9927,-3.0764225,2.7489836
1830439796682522625,941.63153,1.7508578,0.7043422
1830439796816740353,941.6309,4.1386313,1.9692256
1829945003430903809,431.55887,2.5675876,0.17013107
1829945003430903810,2254.6167,0.5600779,0.0810613
1829946682897334273,2548.063,2.1736887,5.622921
1830446689970814978,1347.8918,-0.8224654,2.4638867
1829946291921092609,8260.553,3.0334263,2.345138
1830446299128791041,14167.609,-0.0012355382,1.0860432
1830439994251018241,5645.048,0.4179115,0.61361885
1829946691353051137,697.60236,1.5406998,0.7469941
1829946691353051138,15038.805,-1.1375052,0.88076264
1829946691487268867,2027.6951,-1.1348498,2.864876
1829946691621486595,2027.6951,2.0556476,2.864876
1829946691755704323,2027.6951,0.5742527,0.10939815
1830446690105032705,1008.91754,1.0519642,0.062852256
1830439977071149057,2395.7183,0.036039274,0.23310043
1830439977071149058,4452.6855,0.5871759,1.0311863
1829946708667138049,902.68756,-2.1676674,1.8275013
1830446702855716865,671.42523,2.1872084,1.3451625
1830439985929519105,11728.374,-0.5301087,2.3374143
1830351990236905473,271.65033,3.5715206,0.052795846
1830439964052029441,509.4236,2.0380719,0.36436746
1830439968346996737,1159.3724,-2.853038,4.181066
1830439968481214466,2498.9958,1.0649579,0.7194359
1830439951167127553,786.421,1.4402918,0.13245039
1830300906030104577,4977.0474,-1.7096249,0.9100898
1830350908039364609,1180.7706,0.6814239,0.22801271
1830439933987258369,1880.4572,0.62036806,0.2624472
1829946717122854913,8880.235,0.1987338,0.40254986
1830439921102356481,2010.4496,0.54620874,0.15772846
1830439925397323777,1286.2305,0.79402447,0.08299696
1830437120783679489,22434.523,-0.13505225,1.2935458
1829945213884301313,437.85846,2.9403343,1.1343136
1829945213884301314,1857.9353,0.11979985,0.49572647
1829945213884301316,2807.527,1.8102102,1.2487482
1829945213884301317,5330.7417,-0.6555494,0.8913551
1829945218179268610,6573.3354,0.17799218,0.17243391
1829945218313486337,1189.3281,0.9290786,0.07600598
1829945218447704065,1189.32,-3.1451306,1.910245
1830439912512421889,1562.7412,0.88417983,0.17972293
1830439912646639618,1166.9601,0.7705609,0.06870062
1830439912780857346,1166.9601,1.9605805,0.76766586
1830439912915075074,1166.9601,0.8864648,0.32231575
1830439913049292802,1166.9601,0.60756147,0.38339245
1829946721417822209,2187.7556,0.36890152,0.18390556
1830446728625520641,1121.792,1.3569574,0.95374924
1830300910325071874,3258.3862,0.3888094,0.50307924
1830300910593507329,1710.497,-1.6533312,2.088822
1830300918780788737,2466.2568,0.4646113,0.97154194
1829945226769203201,2906.1035,0.88469064,0.5677449
1829946734302724097,468.34222,2.2402117,0.0922084
1829946734302724098,2092.3867,1.0821661,0.3672138
1829945231198388225,930.42865,1.423176,0.4853521
1829945231198388226,532.9764,2.747113,0.69852155
1829945231332605954,532.9764,-0.1994786,1.6472734
1829945233480089601,930.429,-6.6319776,2.6699898
1830442201729990657,1762.7269,0.58903575,0.061210684
1830351951716417537,4807.184,-2.35349,2.8559175
1830351955877167105,715.8039,1.344797,0.21478543
1830439775207686145,632.36804,1.598732,0.059676997
1830439775341903873,632.37036,1.5518011,0.18647109
1830439779502653441,7069.111,0.18622258,1.2169603
1829952657062625281,1193.611,0.5297631,0.30095643
1829946742892658689,1574.9357,0.7087838,0.6881399
1830446745939607553,877.0218,1.1274204,0.058193468
1830446745939607554,2944.367,4.5041375,5.088097
1830446746073825281,877.022,0.79747707,1.3526399
1830446746208043009,877.04425,1.1546335,0.058661837
1830446746342260737,877.03186,0.59737366,0.54189575
1830442236223946753,13770.061,1.1217785,4.016181
1829945012155056129,1117.5942,1.0084642,0.13841337
1829945012289273857,1117.5942,1.6890249,3.2692535
1829945012557709313,1117.5942,0.9226544,0.1754814
1830351964601319425,1466.2512,0.5495992,0.13039896
1830351964601319426,1674.8866,1.1483228,0.31985193
1830351964735537153,1466.2495,0.6960245,0.1607874
1830351964735537154,1674.8866,0.4236969,1.7828932
1830351968762068993,6090.852,0.17898065,0.20315509
1830446750234574849,2384.157,0.22450057,0.07306209
1830446750368792577,2384.1572,-0.30028313,0.84391665
1830446754529542145,4623.887,-0.3640031,2.7431645
1830446758824509441,587.11707,1.5224475,0.20559952
1830442287763554305,287.04007,2.9546397,1.0797971
1830442287897772033,287.04004,3.0494127,1.3689948
1830439766483533825,933.4281,1.6756036,1.3639698
1830439766483533826,1282.7178,1.9734275,1.0736568
1830445268336640001,7461.0405,0.16051154,0.84258103
1829946764367495169,5404.311,1.192656,0.6584431
1829946768662462465,1761.4479,0.46506557,0.19363403
1830446767280226306,1235.8318,0.73122424,1.1427307
1830351934402330625,472.7807,1.9786847,0.55934364
1830351934402330626,1753.9357,0.79373556,0.16163498
1830351938831515649,1094.1436,0.5193771,2.2432814
1830351938831515650,1458.0087,0.80297637,0.08890334
1830351938965733378,1458.0087,0.65936154,0.45388818
1830351939099951105,1094.1426,0.5220411,2.6827557
1829946773091647489,2020.8038,-0.7340425,0.9887118
1830446775870160899,2727.774,0.174914,1.5749339
1830446776004378625,540.6923,2.1383092,0.8295009
1830446776138596353,540.6923,5.264431,1.8622133
1830300197226283009,444.83472,2.190653,0.28548318
1830300197360500738,2136.9841,0.35370952,0.072969176
1830300197494718466,2136.9902,2.7365086,2.6886728
1830439753598631937,1190.8175,0.80431014,0.051833622
1830439758027816961,1847.6451,0.3146577,0.15144295
1829946785976549377,2118.2324,0.35872683,0.12233019
1830446780299345921,8612.025,-1.1357688,1.0754122
1830351917222461441,14848.062,2.7505238,1.3469535
1830300162866544641,3996.1438,1.3087859,4.313314
1830442300514238465,1830.2179,0.83111155,0.6516073
1830442304809205761,1083.1847,6.6214633,3.83112
1830442304809205762,4844.7876,1.3262122,0.5903302
1830442309238390785,603.52057,2.3686416,0.65050966
1830442309372608513,603.5206,0.9680601,1.0735213
1830442313533358081,47828.75,-0.11533812,0.3740461
1830442317828325377,1429.1853,0.825367,0.3584571
1830442322123292674,15992.144,1.2916745,1.2371805
1830442326284042241,770.3719,2.8834028,0.9585932
1830442339303161857,1950.824,0.35411814,0.23391856
1830445311286312962,1300.2545,0.7840788,0.10952246
1830442352053846017,16029.776,-0.4362451,0.25752828
1830445324305432577,4364.575,-0.007556795,0.21749789
1830300171456479234,13216.762,1.4475398,1.5352572
1829952622837104641,1447.0198,-0.18447015,0.9699158
1829945020744990721,3580.9543,3.6191156,2.4354043
1829945020879208449,3580.9543,2.1558228,2.8830984
1830445358665170945,1492.7764,0.25459608,0.3761576
1830445358799388673,1492.7764,2.8045127,3.3927493
1830439719238893569,244.74986,4.23127,0.27614406
1830439719238893570,5363.1523,0.3966273,0.5657105
1830447602651365377,733.8588,1.1338937,0.60294944
1829944801567440897,3037.958,1.156499,1.1878297
1829944801701658626,1231.1195,0.98727816,0.33010894
1829944801835876354,1231.2965,2.362232,2.2206016
1829944805862408193,2564.916,0.47987244,0.3062454
1830445371415855106,2873.517,1.0477108,0.608493
1830445375710822401,1204.4534,0.6291485,0.54872435
1830300158571577345,2622.086,0.27473506,0.22717921
1829955959892475906,1516.7585,-0.11491735,0.8396176
1829952605657235457,5032.6406,-0.07878641,0.89663416
1830442004161495041,314.13635,3.493976,0.605152
1829946210450931713,11188.277,0.40560648,1.3183212
1829946218906648577,283.70575,3.6544752,0.13280874
1829944707078160386,1905.1123,0.8140276,0.4509496
1829946227496583169,523.90424,2.7438736,1.5499405
1829946227630800898,1063.4241,0.75487125,0.8442311
1829946227765018626,1063.4241,-0.26234078,1.0017105
1830447626407903233,649.6887,1.4603328,0.1425895
1830447626542120961,649.68866,-0.15599282,0.748008
1830442034360483841,250.7322,3.9904351,0.05145085
1830442034494701569,250.71185,4.031611,0.05149553
1830446234704281601,1209.8931,0.7072301,0.1776799
1830439023454191617,1258.2688,0.76520497,0.11633053
1830439027749158913,10773.487,0.84494054,0.5982662
1829946244676452353,981.6046,0.41403008,0.51719034
1829946248971419649,664.4316,1.8750532,0.27679896
1830442081605124097,2261.414,0.41989112,0.09276582
1830442081739341825,2261.4163,-1.818955,2.9116375
1830442085900091393,2593.6152,0.80114555,0.48245025
1830442086034309121,2593.6152,0.6445424,0.64688677
1829945806589788161,929.96436,1.4157931,0.25449398
1830445800912584705,260.85892,3.8965037,0.06413258
1829946253400604673,7749.9595,5.1362834,3.0204349
1829946257695571969,6829.8794,-0.61813223,0.8158375
1829946257964007425,6829.8794,-0.86549324,1.5406798
1829945815179722754,787.7266,1.3299795,0.063612655
1829946261990539265,1444.1204,3.9807935,4.7376533
1830446264769052673,3751.576,0.3150231,0.6645476
1829944715802312705,2904.1094,-1.0421184,1.1026924
1829946270446256129,3804.2214,0.2890377,0.51521766
1829946274875441153,1296.0789,1.0493214,0.24877577
1830446277653954562,4432.281,-1.7787578,2.393215
1829953043609681921,3559.421,-1.2373242,1.2084624
1830003041323974657,1660.1215,-7.7785144,3.6184335
1830439014864257025,9986.885,0.056326393,1.4671099
1830439019159224321,7366.11,0.117426746,0.31844574
1830439019159224323,2736.297,0.16245198,0.6153121
1829946283465375745,951.1658,1.4828048,1.3556588
1829946287626125313,8913.238,0.08396304,0.4685632
1830351644492038145,1038.8884,1.2412465,1.4899399
1829945080740315137,1003.7706,0.856973,0.34508538
1830351621003935745,806.5893,1.4058198,0.4666571
1830351621003935746,1699.827,0.3730773,2.111104
1830351621138153473,806.588,1.2837595,0.50159717
1830351621138153474,1699.8285,-5.2255125,2.111104
1830301485716471809,582.2781,5.0057607,2.345503
1830439822318108673,1421.4612,0.20629968,1.2121835
1830439826747293697,27345.809,1.0970366,1.1096033
1830442107240710145,222.84857,4.548454,0.05330599
1830442107240710146,5506.197,-0.440063,1.4083498
1829944724258029569,1599.7697,1.021588,1.1546242
1830447643453554689,4883.454,0.035178207,0.60106313
1830442115964862465,300.30066,3.3487008,0.105181515
1830442115964862466,1184.4293,0.76445436,0.11692412
1830442115964862468,2998.6873,0.18209285,0.19753096
1830442116099080196,2998.6873,0.6138858,1.0363111
1830442116233297921,300.37234,3.235668,0.105181515
1830439818023141377,1100.1049,0.9642441,0.093823984
1830439818023141378,1181.9296,0.6960296,0.45946643
1830442124420579330,3413.517,0.5191246,0.18620418
1830442128715546626,845.9164,0.81852406,0.6570162
1830442128715546627,1582.1063,0.8179342,0.6751087
1830442128849764356,1835.5618,0.74715084,0.25960717
1830301490011439105,526.60516,1.880147,0.061683238
1830301490145656834,7306.175,-2.1759584,2.87884
1830301490145656835,7562.373,-0.1499648,0.895196
1829945875309264897,1435.8617,0.053551387,0.3096837
1830442154485350401,902.887,2.114253,0.70755213
1830442163075284994,8670.873,5.5045347,3.805401
1830442163209502721,1307.0149,1.9838145,1.7261672
1830442163343720449,1307.0149,1.8532051,2.0621283
1830442163477938177,1307.0122,1.3571596,1.4466683
1830442167370252289,7132.831,1.9400334,2.5556087
1830442175960186881,5463.1006,-0.25646546,0.84044117
1829944810425810945,512.10425,1.9577976,0.10723004
1830442180255154177,1027.157,-0.08068867,0.585916
1830442180389371906,648.14685,3.0786676,0.66255563
1830442180523589634,648.1462,-2.535936,1.8710004
1830442197435023361,809.36365,1.0512075,0.30029285
1829945888328384513,237.2659,4.1594963,0.054313093
1829945888596819969,237.25963,4.1926126,0.1312604
1830442700080414721,2267.7727,0.37774414,0.084800445
1830442700214632449,2267.767,-2.0252266,1.6434816
1830442704241164290,1470.3083,0.6885518,0.124725126
1830442708670349313,3170.2126,1.0399988,0.38187352
1830442712965316609,1783.2388,1.2684021,0.7448848
1830442614046851073,137.01286,9.22369,2.490756
